Bomb Blasts Occurred,Building condition satisfactory,Color By Measure Value,Analysis Level Selector,Complete Primary Schools,Drinking water,Education score
16,42.519685,44.970675,FATA,117,20.454545,44.084094
16,18.367347,72.150848,FATA,139,38.77551,72.77187
16,38.095238,37.19812,FATA,94,28.125,29.443069
16,23.648649,61.386414,FATA,143,66,53.283711
16,42.941176,70.826939,FATA,157,36.507937,54.573971
16,33.015873,68.12612,FATA,588,42.391304,50.299457
16,11.417323,75.502372,FATA,466,33.268482,63.185319
16,21.560575,48.368783,FATA,472,27.878788,52.404901
16,0,63.043478,FATA,690,80.413625,49.521739
16,21.126761,71.504824,FATA,403,22.790698,58.982729
16,8.757962,57.142857,FATA,578,26.349206,37.071429
16,17.1875,91.822514,GB,42,28.125,76.191613
16,45.544554,53.458731,GB,0,70.873786,54.819682
16,7.462687,86.243495,GB,54,34.328358,71.921517
16,15.254237,96.385786,GB,43,76.271186,78.663899
16,14.285714,89.642795,GB,63,57.142857,70.945782
16,17.647059,85.475772,GB,38,73.170732,69.724414
16,20.141343,91.0415,GB,202,39.575972,73.265443
16,49.73822,94.818199,ICT,190,92.670157,85.740863
16,93.144364,92.511973,KP,960,54.251813,76.186126
16,74.798061,77.918064,KP,786,68.25525,66.080658
16,97.802198,67.404242,KP,349,40.10989,50.277343
16,76.823339,61.582131,KP,458,71.312804,56.997437
16,89.91009,85.197726,KP,874,85.714286,70.1656
16,96.036585,89.318701,KP,280,69.969512,71.09743
16,83.265966,78.634964,KP,901,67.987065,55.48882
16,87.5,65.672935,KP,215,59.146341,59.545271
16,72.858617,94.639132,KP,655,61.19711,78.438481
16,82.625483,80.388287,KP,677,49.163449,69.811124
16,96.536145,80.885092,KP,596,74.246988,69.564347
16,74.234424,45.576199,KP,482,50.158395,36.699299
16,76.012793,66.386862,KP,626,61.08742,58.531347
16,87.688642,87.201294,KP,887,50.595711,65.499439
16,89.875666,97.484084,KP,480,73.534636,81.004986
16,97.592213,79.357031,KP,810,51.383197,67.677001
16,84.583041,88.460575,KP,1254,93.552908,79.343178
16,79.843953,80.274082,KP,666,72.821847,74.795136
16,86.603774,73.449108,KP,934,80.188679,62.739722
16,86.567164,69.010295,KP,380,37.645108,46.893282
16,80.536913,82.877067,KP,847,83.79674,74.176585
16,91.660571,73.559281,KP,879,61.228969,58.16619
16,64.756447,57.684507,KP,281,52.722063,42.413324
16,85.436893,73.436578,KP,127,21.84466,52.471431
16,84.262701,74.143378,KP,557,38.785626,57.048672
16,86.737089,96.043083,Punjab,712,95.305164,81.250789
16,82.743604,89.55563,Punjab,1310,96.897115,65.029001
16,84.822602,95.619743,Punjab,1153,98.237598,65.335176
16,82.655039,90.166593,Punjab,866,99.323671,71.664929
16,93.010753,95.572997,Punjab,676,97.070573,84.848134
16,83.458647,86.5688,Punjab,439,99.812734,66.630317
16,71.186441,85.481263,Punjab,861,84.514797,61.020956
16,84.862043,95.721775,Punjab,1164,99.627144,78.876624
16,81.6609,95.38951,Punjab,974,98.623064,77.182201
16,85.097636,92.632327,Punjab,865,98.883249,82.663101
16,87.867647,97.993852,Punjab,377,97.977941,73.994805
16,80.324074,86.153741,Punjab,1100,99.384142,69.525416
16,84.615385,90.780201,Punjab,467,97.25777,80.925901
16,84.834559,95.616888,Punjab,925,98.988971,72.529162
16,83.739837,87.352631,Punjab,651,98.644986,70.386552
16,72.765957,89.227952,Punjab,576,90.56338,72.830717
16,78.710645,85.254871,Punjab,598,99.10045,78.173293
16,82.039216,93.166996,Punjab,901,99.607843,78.155558
16,79.690189,92.644045,Punjab,497,97.418244,65.817902
16,82.142857,96.828164,Punjab,,99.469965,79.036265
16,76.236749,86.193302,Punjab,904,95.053004,71.882733
16,82.985075,94.9461,Punjab,886,99.114173,63.88516
16,82.178218,79.309943,Punjab,1284,98.895349,57.190606
16,75.442043,87.285483,Punjab,431,98.630137,72.389784
16,84.942887,92.556874,Punjab,787,97.823834,76.340114
16,87.181818,95.139182,Punjab,803,98.272727,74.816165
16,82.582583,91.0959,Punjab,550,97.297297,69.483538
16,77.600607,90.097431,Punjab,1786,95.718075,64.432986
16,81.20603,73.496425,Punjab,571,96.582915,50.253661
16,81.033091,94.253492,Punjab,1181,92.031873,82.315609
16,80.586592,90.704776,Punjab,636,99.72067,72.353003
16,83.269962,94.084705,Punjab,1127,98.727545,73.282149
16,79.584121,93.386717,Punjab,818,97.838346,79.528024
16,83.389831,98.84454,Punjab,1203,97.701149,82.35947
16,85.833333,96.209617,Punjab,673,99.722222,80.199125
16,85.645472,93.00099,Punjab,879,99.328215,69.009491
16,30.654141,82.99135,Sindh,147,32.776618,52.435267
16,32.706002,90.394049,Sindh,984,42.166836,64.623178
16,25.806452,80.295443,Sindh,633,73.482777,60.014987
16,38.271605,81.33995,Sindh,326,57.887517,61.594782
16,10.308503,70.277515,Sindh,426,35.440181,45.212825
16,23.281907,80.933561,Sindh,213,32.959327,54.013261
16,24.538259,87.427643,Sindh,696,31.728232,53.806956
16,40.649652,89.127619,Sindh,1509,58.37587,72.180952
16,8.399139,79.461486,Sindh,573,48.456569,54.861695
16,20.817369,84.074464,Sindh,358,77.234994,63.742063
16,54.748062,86.078952,Sindh,637,78.972868,63.842601
16,32.079208,85.154663,Sindh,5,61.726954,54.295235
16,26.494428,77.560334,Sindh,656,30.395137,52.196911
16,32.764343,85.991972,Sindh,937,84.305358,69.878539
16,30.088496,78.28729,Sindh,981,48.604493,57.553301
16,38.519135,83.371408,Sindh,741,69.134775,63.081329
16,14.919011,80.767618,Sindh,737,60.699062,54.788257
16,25.363636,82.449746,Sindh,301,72.090909,63.654803
16,30.32345,86.022294,Sindh,159,50.539084,56.740249
16,31.052632,76.114923,Sindh,0,53.368421,48.57254
16,41.462759,74.265118,Sindh,90,14.896478,46.69936
16,10.056259,78.935989,Sindh,26,5.907173,42.231505
16,28.798077,87.873107,Sindh,186,23.221154,52.153092
